Player,From,To,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK
Brandon Goodwin,2020,2021,2,81,1050,160,413,58,190,56,73,19,141,146,29,4,65,84,434,.387,.305,.767,13.0,5.4,1.7,1.8,0.4,0.0
Joe Graboski,1962,1962,1,3,28,4,17,,,0,1,,9,2,,,,3,8,.235,,.000,9.3,2.7,3.0,0.7,,
Ricky Grace,1994,1994,1,3,8,2,3,0,0,0,2,0,1,1,0,0,0,3,4,.667,,.000,2.7,1.3,0.3,0.3,0.0,0.0
Paul Graham,1992,1994,3,179,3354,582,1299,100,295,235,318,137,433,352,186,32,216,389,1499,.448,.339,.739,18.7,8.4,2.4,2.0,1.0,0.2
Treveon Graham,2020,2020,1,22,266,25,67,13,37,9,19,22,50,15,7,4,10,36,72,.373,.351,.474,12.1,3.3,2.3,0.7,0.3,0.2
Ron Grandison,1996,1996,1,4,19,2,4,0,1,0,0,1,6,1,0,0,0,0,4,.500,.000,,4.8,1.0,1.5,0.3,0.0,0.0
Stewart Granger,1985,1985,1,9,92,6,17,0,1,4,8,1,6,12,2,0,12,13,16,.353,.000,.500,10.2,1.8,0.7,1.3,0.2,0.0
Ed Gray,1998,1999,2,60,809,130,384,30,88,83,102,16,73,46,27,12,59,103,373,.339,.341,.814,13.5,6.2,1.2,0.8,0.5,0.2
Si Green,1959,1962,4,186,4036,508,1395,,,371,549,,798,455,,,,483,1387,.364,,.676,21.7,7.5,4.3,2.4,,
Willie Green,2012,2012,1,53,922,153,325,50,113,48,56,15,80,40,23,6,33,74,404,.471,.442,.857,17.4,7.6,1.5,0.8,0.4,0.1
Gary Gregor,1970,1970,1,81,1603,286,661,,,88,113,,397,63,,,,159,660,.433,,.779,19.8,8.1,4.9,0.8,,
AJ Griffin,2023,2024,2,92,1572,266,595,111,298,44,49,39,171,78,43,14,50,93,687,.447,.372,.898,17.1,7.5,1.9,0.8,0.5,0.2
Anthony Grundy,2006,2006,1,12,108,19,38,5,15,9,14,1,17,9,7,0,9,14,52,.500,.333,.643,9.0,4.3,1.4,0.8,0.6,0.0
Richie Guerin,1964,1970,6,330,9192,1493,3516,,,1298,1657,,969,1486,,,,1042,4284,.425,,.783,27.9,13.0,2.9,4.5,,
Mouhamed Gueye,2024,2025,2,8,84,9,27,3,11,5,6,10,24,4,5,4,2,13,26,.333,.273,.833,10.5,3.3,3.0,0.5,0.6,0.5
Tom Gugliotta,2005,2005,1,27,748,88,204,8,26,29,37,41,148,56,32,13,48,81,213,.431,.308,.784,27.7,7.9,5.5,2.1,1.2,0.5
Cliff Hagan,1957,1966,10,745,21731,5239,11630,,,2969,3722,,5116,2242,,,,2388,13447,.450,,.798,29.2,18.0,6.9,3.0,,
Shaler Halimon,1972,1972,1,1,4,0,0,,,0,0,,0,0,,,,1,0,,,,4.0,0.0,0.0,0.0,,
Jeff Halliburton,1972,1973,2,61,526,111,249,,,46,52,,63,48,,,,79,268,.446,,.885,8.6,4.4,1.0,0.8,,
Darvin Ham,2003,2003,1,75,926,71,159,0,3,38,79,73,153,38,16,19,65,127,180,.447,.000,.481,12.3,2.4,2.0,0.5,0.2,0.3
Daniel Hamilton,2019,2019,1,19,204,23,60,8,23,3,6,10,47,22,6,1,16,19,57,.383,.348,.500,10.7,3.0,2.5,1.2,0.3,0.1
Dennis Hamilton,1969,1969,1,25,141,37,67,,,2,5,,29,8,,,,19,76,.552,,.400,5.6,3.0,1.2,0.3,,
Darrin Hancock,1997,1997,1,14,86,13,27,0,0,8,12,3,13,7,7,1,7,6,34,.481,,.667,6.1,2.4,0.9,0.5,0.5,0.1
Alex Hannum,1955,1957,3,161,2991,320,958,,,179,297,,693,280,,,,566,819,.334,,.603,18.6,5.1,4.3,1.7,,
Travis Hansen,2004,2004,1,41,507,46,130,9,30,22,27,30,70,19,10,9,15,67,123,.354,.300,.815,12.4,3.0,1.7,0.5,0.2,0.2
Tim Hardaway Jr.,2016,2017,2,130,3018,529,1177,197,559,214,270,42,310,233,76,22,129,151,1469,.449,.352,.793,23.2,11.3,2.4,1.8,0.6,0.2
John Hargis,1951,1951,1,15,,23,61,,,10,18,,36,16,,,,33,56,.377,,.556,,3.7,2.4,1.1,,
Skip Harlicka,1969,1969,1,26,218,41,90,,,24,31,,16,37,,,,29,106,.456,,.774,8.4,4.1,0.6,1.4,,
Al Harrington,2005,2006,2,142,5332,1004,2206,82,265,479,701,277,984,446,170,30,399,550,2569,.455,.309,.683,37.5,18.1,6.9,3.1,1.2,0.2
Chris Harris,1956,1956,1,15,168,15,60,,,11,18,,18,18,,,,17,41,.250,,.611,11.2,2.7,1.2,1.2,,
Devin Harris,2013,2013,1,58,1421,194,443,77,230,112,154,6,116,197,64,13,88,103,577,.438,.335,.727,24.5,9.9,2.0,3.4,1.1,0.2
Bob Harrison,1954,1957,4,178,5391,660,1899,,,273,426,,499,620,,,,658,1593,.348,,.641,30.3,8.9,2.8,3.5,,
Antonio Harvey,2003,2003,1,4,32,2,5,0,0,0,0,1,6,0,1,4,3,7,4,.400,,,8.0,1.0,1.5,0.0,0.3,1.0
Billy Hassett,1950,1950,1,18,,46,157,,,69,94,,,68,,,,54,161,.293,,.734,,8.9,,3.8,,
Scott Hastings,1983,1988,6,299,3311,333,750,11,34,257,317,247,730,149,97,85,186,578,934,.444,.324,.811,11.1,3.1,2.4,0.5,0.3,0.3
Vern Hatton,1962,1962,1,25,502,67,185,,,46,56,,57,55,,,,40,180,.362,,.821,20.1,7.2,2.3,2.2,,
Steve Hawes,1977,1983,7,451,11814,1812,3771,10,36,864,1082,903,3147,950,405,231,735,1395,4498,.481,,.799,26.2,10.0,7.0,2.1,0.9,0.5
Connie Hawkins,1976,1976,1,74,1907,237,530,,,136,191,102,445,212,80,46,,172,610,.447,,.712,25.8,8.2,6.0,2.9,1.1,0.6
Walt Hazzard,1969,1971,3,244,8054,1355,3051,,,790,1039,,895,1549,,,,804,3500,.444,,.760,33.0,14.3,3.7,6.3,,
Alan Henderson,1996,2004,9,485,11628,1770,3837,5,24,1030,1606,1154,2657,356,317,236,634,1167,4575,.461,.208,.641,24.0,9.4,5.5,0.7,0.7,0.5
Cedric Henderson,1987,1987,1,6,10,2,5,0,0,1,1,2,3,0,0,0,1,1,5,.400,,1.000,1.7,0.8,0.5,0.0,0.0,0.0
Tom Henderson,1975,1977,3,206,6599,1032,2482,,,510,714,127,601,1074,321,25,,418,2574,.416,,.714,32.0,12.5,2.9,5.2,1.6,0.1
Bill Henry,1950,1950,1,19,,24,69,,,34,51,,,9,,,,23,82,.348,,.667,,4.3,,0.5,,
Steve Henson,1993,1993,1,53,719,71,182,37,80,34,40,12,55,155,30,1,52,85,213,.390,.463,.850,13.6,4.0,1.0,2.9,0.6,0.0
Kleggie Hermsen,1951,1951,1,48,,129,453,,,126,188,,326,72,,,,191,384,.285,,.670,,8.0,6.8,1.5,,
Keith Herron,1979,1979,1,14,81,14,48,,,12,13,4,10,3,6,2,5,11,40,.292,,.923,5.8,2.9,0.7,0.2,0.4,0.1
Armond Hill,1977,1984,6,363,9779,1005,2446,1,5,757,902,182,737,1887,478,48,685,1190,2768,.411,,.839,26.9,7.6,2.0,5.2,1.3,0.1
Cleo Hill,1962,1962,1,58,1050,107,309,,,106,137,,178,114,,,,98,320,.346,,.774,18.1,5.5,3.1,2.0,,
Malcolm Hill,2022,2022,1,3,46,5,8,3,5,4,4,2,6,1,4,1,0,7,17,.625,.600,1.000,15.3,5.7,2.0,0.3,1.3,0.3
Solomon Hill,2021,2022,2,84,1652,110,318,70,225,35,46,48,237,87,54,13,43,132,325,.346,.311,.761,19.7,3.9,2.8,1.0,0.6,0.2
Kirk Hinrich,2011,2016,3,83,1999,204,491,80,218,39,53,19,166,224,59,19,98,167,527,.415,.367,.736,24.1,6.3,2.0,2.7,0.7,0.2
Lew Hitch,1954,1955,2,129,3903,356,952,,,214,328,,1036,243,,,,257,926,.374,,.652,30.3,7.2,8.0,1.9,,
Aaron Holiday,2023,2023,1,63,845,92,220,36,88,27,32,25,74,89,37,12,36,79,247,.418,.409,.844,13.4,3.9,1.2,1.4,0.6,0.2
Justin Holiday,2016,2023,2,54,674,72,198,40,132,5,10,6,50,36,18,14,25,58,189,.364,.303,.500,12.5,3.5,0.9,0.7,0.3,0.3
Wilbur Holland,1976,1976,1,33,351,85,213,,,22,34,15,41,26,20,2,,48,192,.399,,.647,10.6,5.8,1.2,0.8,0.6,0.1
Red Holzman,1954,1954,1,51,649,74,224,,,48,73,,46,75,,,,73,196,.330,,.658,12.7,3.8,0.9,1.5,,
Tom Hoover,1967,1967,1,17,129,13,31,,,5,13,,36,8,,,,35,31,.419,,.385,7.6,1.8,2.1,0.5,,
Al Horford,2008,2016,9,578,19342,3544,6626,109,321,1091,1468,1377,5144,1589,482,697,915,1399,8288,.535,.340,.743,33.5,14.3,8.9,2.7,0.8,1.2
Ron Horn,1962,1962,1,3,25,1,12,,,1,2,,6,1,,,,4,3,.083,,.500,8.3,1.0,2.0,0.3,,
Bob Houbregs,1954,1954,1,11,166,19,62,,,26,34,,46,9,,,,21,64,.306,,.765,15.1,5.8,4.2,0.8,,
Tom Hovasse,1995,1995,1,2,4,0,1,0,1,0,0,0,0,0,1,0,0,1,0,.000,.000,,2.0,0.0,0.0,0.0,0.5,0.0
Dwight Howard,2017,2017,1,74,2199,388,613,0,2,226,424,296,940,104,64,92,170,203,1002,.633,.000,.533,29.7,13.5,12.7,1.4,0.9,1.2
Lou Hudson,1967,1977,11,730,25825,6570,13501,,,2909,3659,292,3598,2098,364,67,,2110,16049,.487,,.795,35.4,22.0,4.9,2.9,1.7,0.3
Kevin Huerter,2019,2022,4,274,8122,1188,2758,563,1484,186,236,165,958,871,253,96,366,644,3125,.431,.379,.788,29.6,11.4,3.5,3.2,0.9,0.4
Isaac Humphries,2019,2019,1,5,56,6,21,3,11,0,0,4,11,0,1,0,0,7,15,.286,.273,,11.2,3.0,2.2,0.0,0.2,0.0
Kris Humphries,2016,2017,2,77,984,134,315,27,85,96,127,80,277,42,25,28,42,113,391,.425,.318,.756,12.8,5.1,3.6,0.5,0.3,0.4
De'Andre Hunter,2020,2025,6,265,8139,1347,3015,434,1194,659,811,166,1091,409,176,85,366,750,3787,.447,.363,.813,30.7,14.3,4.1,1.5,0.7,0.3
Othello Hunter,2009,2010,2,23,125,15,32,0,0,3,9,15,36,1,2,6,5,16,33,.469,,.333,5.4,1.4,1.6,0.0,0.1,0.3
Mel Hutchins,1952,1953,2,137,5509,550,1475,,,338,520,,1673,417,,,,406,1438,.373,,.650,40.2,10.5,12.2,3.0,,
Ersan Ä°lyasova,2017,2018,2,72,1808,277,627,93,262,124,155,116,402,94,66,25,77,165,771,.442,.355,.800,25.1,10.7,5.6,1.3,0.9,0.3
Tom Ingelsby,1974,1974,1,48,398,50,131,,,29,37,10,44,37,19,4,,43,129,.382,,.784,8.3,2.7,0.9,0.8,0.4,0.1
Royal Ivey,2005,2007,3,188,2326,265,605,12,35,95,135,65,231,222,87,18,112,349,637,.438,.343,.704,12.4,3.4,1.2,1.2,0.5,0.1
Wes Iwundu,2022,2022,1,3,82,8,18,3,5,3,4,3,13,0,1,0,1,8,22,.444,.600,.750,27.3,7.3,4.3,0.0,0.3,0.0
Jermaine Jackson,2003,2003,1,29,273,19,42,0,1,17,28,9,32,35,10,3,15,27,55,.452,.000,.607,9.4,1.9,1.1,1.2,0.3,0.1
Jim Jackson,2000,2001,2,96,3317,584,1452,133,341,259,297,118,473,280,76,14,233,209,1560,.402,.390,.872,34.6,16.3,4.9,2.9,0.8,0.1
Stephen Jackson,2004,2004,1,80,2940,536,1261,145,427,233,297,97,370,244,142,20,223,216,1450,.425,.340,.785,36.8,18.1,4.6,3.1,1.8,0.3
Henry James,1997,1997,1,53,945,125,306,76,181,30,36,27,81,21,11,1,29,98,356,.408,.420,.833,17.8,6.7,1.5,0.4,0.2,0.0
John Jenkins,2013,2015,3,98,1357,196,435,78,208,79,93,22,155,80,23,11,59,63,549,.451,.375,.849,13.8,5.6,1.6,0.8,0.2,0.1
Anthony Johnson,1999,2008,5,181,3447,350,863,47,135,139,187,60,288,525,134,24,204,286,886,.406,.348,.743,19.0,4.9,1.6,2.9,0.7,0.1
B.J. Johnson,2019,2019,1,6,43,8,16,3,6,2,2,2,8,0,2,0,2,3,21,.500,.500,1.000,7.2,3.5,1.3,0.0,0.3,0.0
DerMarr Johnson,2001,2002,2,150,3040,360,930,130,374,149,192,115,425,145,105,86,195,297,999,.387,.348,.776,20.3,6.7,2.8,1.0,0.7,0.6
Eddie Johnson,1978,1986,9,619,18852,3801,7957,75,239,1954,2464,446,1430,3207,741,87,1616,1614,9631,.478,,.793,30.5,15.6,2.3,5.2,1.2,0.1
George Johnson,1983,1983,1,37,461,25,57,0,0,14,19,44,117,17,10,59,19,69,64,.439,,.737,12.5,1.7,3.2,0.5,0.3,1.6
Ivan Johnson,2012,2013,2,125,1969,326,631,3,19,153,231,141,492,78,99,32,140,247,808,.517,.158,.662,15.8,6.5,3.9,0.6,0.8,0.3
Jalen Johnson,2022,2025,4,160,3491,625,1254,122,374,199,286,151,918,353,126,94,191,287,1571,.498,.326,.696,21.8,9.8,5.7,2.2,0.8,0.6
Joe Johnson,2006,2012,7,508,19733,4007,8929,908,2502,1684,2083,485,2152,2653,508,104,1268,997,10606,.449,.363,.808,38.8,20.9,4.2,5.2,1.0,0.2
Ollie Johnson,1978,1978,1,82,1704,292,619,,,111,130,89,260,120,80,36,107,180,695,.472,,.854,20.8,8.5,3.2,1.5,1.0,0.4
Dahntay Jones,2013,2013,1,28,381,32,82,3,12,21,31,11,31,20,12,1,16,46,88,.390,.250,.677,13.6,3.1,1.1,0.7,0.4,0.0
Damian Jones,2020,2020,1,55,887,121,178,2,9,62,84,74,206,35,26,40,28,149,306,.680,.222,.738,16.1,5.6,3.7,0.6,0.5,0.7
Dwight Jones,1974,1976,3,215,5296,812,1796,,,411,558,552,1675,321,132,176,,637,2035,.452,,.737,24.6,9.5,7.8,1.5,0.6,0.8
Solomon Jones,2007,2009,3,156,1486,144,269,1,5,123,169,120,320,26,21,81,63,277,412,.535,.200,.728,9.5,2.6,2.1,0.2,0.1,0.5
Reggie Jordan,1996,1996,1,24,247,36,71,0,0,22,38,23,52,29,12,7,19,30,94,.507,,.579,10.3,3.9,2.2,1.2,0.5,0.3
Phil Jordon,1963,1963,1,73,1420,211,527,,,56,101,,319,103,,,,172,478,.400,,.554,19.5,6.5,4.4,1.4,,
Noble Jorgensen,1951,1951,1,22,,87,238,,,72,102,,112,27,,,,92,246,.366,,.706,,11.2,5.1,1.2,,
Frank Kaminsky,2023,2023,1,26,176,25,44,11,23,10,12,3,36,21,5,1,9,21,71,.568,.478,.833,6.8,2.7,1.4,0.8,0.2,0.0
Bob Kauffman,1975,1975,1,73,797,113,261,,,59,84,67,182,81,19,4,,103,285,.433,,.702,10.9,3.9,2.5,1.1,0.3,0.1
Adam Keefe,1993,1994,2,145,2312,284,589,0,1,247,348,248,633,114,77,25,160,275,815,.482,.000,.710,15.9,5.6,4.4,0.8,0.5,0.2
Ryan Kelly,2017,2017,1,16,110,8,28,4,10,5,6,1,18,8,4,5,4,5,25,.286,.400,.833,6.9,1.6,1.1,0.5,0.3,0.3
Tim Kempton,1996,1996,1,3,11,0,0,0,0,0,0,0,2,1,0,0,1,5,0,,,,3.7,0.0,0.7,0.3,0.0,0.0
Jack Kerris,1950,1950,1,4,,8,26,,,10,12,,,8,,,,13,26,.308,,.833,,6.5,,2.0,,
Walt Kirk,1950,1952,2,43,396,94,337,,,153,211,,44,88,,,,139,341,.279,,.725,36.0,7.9,4.0,2.0,,
Brevin Knight,2001,2001,1,47,1364,137,356,1,10,49,60,22,161,286,95,3,84,138,324,.385,.100,.817,29.0,6.9,3.4,6.1,2.0,0.1
Nathan Knight,2021,2021,1,33,279,37,100,6,33,44,55,27,72,8,9,10,15,22,124,.370,.182,.800,8.5,3.8,2.2,0.2,0.3,0.3
Kevin Knox,2022,2022,1,17,111,16,45,5,26,9,12,6,22,7,2,1,2,14,46,.356,.192,.750,6.5,2.7,1.3,0.4,0.1,0.1
Jon Koncak,1986,1995,10,717,15121,1360,2898,16,75,581,970,1001,3584,734,515,747,583,2248,3317,.469,.213,.599,21.1,4.6,5.0,1.0,0.7,1.0
Kyle Korver,2013,2017,5,332,10380,1234,2672,818,1811,329,371,74,1228,789,275,151,417,665,3615,.462,.452,.887,31.3,10.9,3.7,2.4,0.8,0.5
Vit Krejci,2023,2025,3,55,762,72,155,35,96,10,15,18,83,71,21,8,29,74,189,.465,.365,.667,13.9,3.4,1.5,1.3,0.4,0.1
Tommy Kron,1967,1967,1,32,221,27,87,,,13,19,,36,46,,,,35,67,.310,,.684,6.9,2.1,1.1,1.4,,
Toni KukoÄ,2001,2002,2,76,2112,335,756,91,250,158,225,62,315,316,61,22,164,127,919,.443,.364,.702,27.8,12.1,4.1,4.2,0.8,0.3
Fred LaCour,1961,1962,2,128,2229,353,831,,,169,214,,450,250,,,,241,875,.425,,.790,17.4,6.8,3.5,2.0,,
Christian Laettner,1996,1998,3,186,6399,1061,2183,37,123,772,924,440,1443,481,204,165,476,642,2931,.486,.301,.835,34.4,15.8,7.8,2.6,1.1,0.9
Mark Landsberger,1984,1984,1,35,335,19,51,0,0,15,26,42,119,10,6,3,21,32,53,.373,,.577,9.6,1.5,3.4,0.3,0.2,0.1
Andrew Lang,1994,1996,3,215,5763,816,1754,3,10,320,412,391,1103,185,118,316,283,641,1955,.465,.300,.777,26.8,9.1,5.1,0.9,0.5,1.5
Priest Lauderdale,1997,1997,1,35,180,49,89,0,1,13,23,16,43,12,1,9,37,39,111,.551,.000,.565,5.1,3.2,1.2,0.3,0.0,0.3
Bob Lavoy,1954,1954,1,8,125,16,36,,,9,16,,30,10,,,,19,41,.444,,.563,15.6,5.1,3.8,1.3,,
Acie Law,2008,2009,2,111,1425,147,376,16,63,87,108,18,115,199,40,3,85,116,397,.391,.254,.806,12.8,3.6,1.0,1.8,0.4,0.0
Butch Lee,1979,1979,1,49,997,144,313,,,88,117,11,59,169,56,1,96,88,376,.460,,.752,20.3,7.7,1.2,3.4,1.1,0.0
Clyde Lee,1975,1975,1,9,177,12,36,,,32,39,24,70,8,1,4,,25,56,.333,,.821,19.7,6.2,7.8,0.9,0.1,0.4
Damion Lee,2018,2018,1,15,404,62,152,15,60,22,29,11,71,29,19,1,14,25,161,.408,.250,.759,26.9,10.7,4.7,1.9,1.3,0.1
Ron Lee,1980,1980,1,30,364,29,91,0,3,9,17,11,33,67,15,4,33,65,67,.319,.000,.529,12.1,2.2,1.1,2.2,0.5,0.1
George Lehmann,1968,1969,2,66,635,85,239,,,43,55,,53,120,,,,72,213,.356,,.782,9.6,3.2,0.8,1.8,,
Alex Len,2019,2020,2,117,2289,462,908,88,260,191,297,227,654,128,47,102,136,293,1203,.509,.338,.643,19.6,10.3,5.6,1.1,0.4,0.9
Gary Leonard,1991,1992,2,9,22,4,6,0,0,4,6,3,7,1,1,1,1,5,12,.667,,.667,2.4,1.3,0.8,0.1,0.1,0.1
Jim Les,1995,1995,1,24,188,11,38,5,23,23,27,6,26,44,4,0,21,28,50,.289,.217,.852,7.8,2.1,1.1,1.8,0.2,0.0
Andrew Levane,1953,1953,1,7,68,3,24,,,2,3,,9,9,,,,15,8,.125,,.667,9.7,1.1,1.3,1.3,,
Cliff Levingston,1985,1990,6,474,11835,1666,3155,3,18,870,1235,1177,2954,442,398,371,566,1525,4205,.528,.167,.704,25.0,8.9,6.2,0.9,0.8,0.8
Jeremy Lin,2019,2019,1,51,1003,180,386,44,132,142,168,16,119,181,38,7,98,96,546,.466,.333,.845,19.7,10.7,2.3,3.5,0.7,0.1
Randy Livingston,1998,1998,1,12,82,3,12,0,0,4,5,1,6,5,7,2,6,6,10,.250,,.800,6.8,0.8,0.5,0.4,0.6,0.2
Don Lofgran,1954,1954,1,21,380,35,112,,,32,49,,64,26,,,,34,102,.313,,.653,18.1,4.9,3.0,1.2,,
John Logan,1951,1951,1,30,,84,269,,,63,84,,134,119,,,,70,231,.312,,.750,,7.7,4.5,4.0,,
Grant Long,1995,1999,3,211,6967,883,1901,45,135,679,887,538,1679,363,272,84,382,608,2490,.464,.333,.766,33.0,11.8,8.0,1.7,1.3,0.4
John Long,1990,1990,1,48,1030,174,384,10,29,46,55,26,83,85,45,5,75,66,404,.453,.345,.836,21.5,8.4,1.7,1.8,0.9,0.1
Clyde Lovellette,1959,1962,4,245,6855,1892,4104,,,949,1151,,2353,458,,,,848,4733,.461,,.825,28.0,19.3,9.6,1.9,,
Sidney Lowe,1985,1985,1,15,159,8,20,0,1,8,8,4,15,42,11,0,11,23,24,.400,.000,1.000,10.6,1.6,1.0,2.8,0.7,0.0
Tyronn Lue,2005,2008,4,189,4814,743,1670,184,467,414,476,55,336,681,86,3,263,372,2084,.445,.394,.870,25.5,11.0,1.8,3.6,0.5,0.0
Seth Lundy,2024,2024,1,9,52,4,17,3,13,3,4,1,7,0,0,0,1,6,14,.235,.231,.750,5.8,1.6,0.8,0.0,0.0,0.0
TimothÃ© Luwawu-Cabarrot,2022,2022,1,52,685,74,186,44,122,35,41,17,82,40,18,6,20,76,227,.398,.361,.854,13.2,4.4,1.6,0.8,0.3,0.1
Ed Macauley,1957,1959,3,158,4686,812,1941,,,647,883,,958,358,,,,382,2271,.418,,.733,29.7,14.4,6.1,2.3,,
Ronnie MacGilvray,1955,1955,1,6,57,2,12,,,4,7,,9,11,,,,5,8,.167,,.571,9.5,1.3,1.5,1.8,,
Shelvin Mack,2013,2016,4,172,2770,407,972,120,373,106,131,31,285,508,97,4,176,167,1040,.419,.322,.809,16.1,6.0,1.7,3.0,0.6,0.0
Rudy Macklin,1982,1983,2,152,2687,380,844,0,7,235,304,198,453,118,81,30,201,414,995,.450,.000,.773,17.7,6.5,3.0,0.8,0.5,0.2
Josh Magette,2018,2018,1,18,216,15,46,8,22,8,8,2,19,57,8,1,9,16,46,.326,.364,1.000,12.0,2.6,1.1,3.2,0.4,0.1
John Mahnken,1950,1950,1,36,,85,319,,,53,76,,,64,,,,149,223,.266,,.697,,6.2,,1.8,,
Moses Malone,1989,1991,3,244,7525,1335,2771,1,28,1363,1714,1021,2435,310,156,258,614,446,4034,.482,.036,.795,30.8,16.5,10.0,1.3,0.6,1.1
Matt Maloney,2001,2003,2,69,1506,154,373,56,157,29,39,15,124,171,60,5,75,103,393,.413,.357,.744,21.8,5.7,1.8,2.5,0.9,0.1
Danny Manning,1994,1994,1,26,925,177,372,1,3,54,83,49,169,85,46,25,86,93,409,.476,.333,.651,35.6,15.7,6.5,3.3,1.8,1.0
Pace Mannion,1989,1989,1,5,18,2,6,0,2,0,0,0,2,2,2,0,3,2,4,.333,.000,,3.6,0.8,0.4,0.4,0.4,0.0
Nick Mantis,1963,1963,1,9,58,8,20,,,3,9,,6,7,,,,13,19,.400,,.333,6.4,2.1,0.7,0.8,,
Pete Maravich,1971,1974,4,302,11220,2806,6269,,,1713,2117,98,1274,1690,111,13,,951,7325,.448,,.809,37.2,24.3,4.2,5.6,1.5,0.2
Roy Marble,1990,1990,1,24,162,16,58,0,2,19,29,15,24,11,7,1,14,16,51,.276,.000,.655,6.8,2.1,1.0,0.5,0.3,0.0
Cartier Martin,2014,2014,1,53,822,106,256,56,146,46,61,12,105,31,26,7,33,68,314,.414,.384,.754,15.5,5.9,2.0,0.6,0.5,0.1
Phil Martin,1955,1955,1,7,47,5,19,,,2,2,,10,6,,,,7,12,.263,,1.000,6.7,1.7,1.4,0.9,,
Slater Martin,1957,1960,4,248,8333,856,2497,,,702,923,,914,1114,,,,756,2414,.343,,.761,33.6,9.7,3.7,4.5,,
Tyrese Martin,2023,2023,1,16,66,9,23,1,7,2,2,5,12,2,1,0,2,2,21,.391,.143,1.000,4.1,1.3,0.8,0.1,0.1,0.0
Al Masino,1953,1953,1,72,1773,134,400,,,128,204,,177,160,,,,252,396,.335,,.627,24.6,5.5,2.5,2.2,,
Eddie Mast,1973,1973,1,42,447,50,118,,,19,30,,136,37,,,,50,119,.424,,.633,10.6,2.8,3.2,0.9,,
Garrison Mathews,2023,2025,3,86,1328,149,329,123,278,60,72,21,118,59,31,11,27,146,481,.453,.442,.833,15.4,5.6,1.4,0.7,0.4,0.1
Wes Matthews,1981,1990,5,152,3238,480,1085,16,64,269,338,61,225,626,179,18,308,393,1245,.442,.250,.796,21.3,8.2,1.5,4.1,1.2,0.1
Wesley Matthews,2024,2024,1,36,413,34,97,24,69,18,24,9,53,23,16,11,8,43,110,.351,.348,.750,11.5,3.1,1.5,0.6,0.4,0.3
Don May,1972,1973,2,107,1602,295,610,,,148,195,,284,76,,,,188,738,.484,,.759,15.0,6.9,2.7,0.7,,
Skylar Mays,2021,2022,2,61,489,76,162,22,65,30,34,15,60,47,21,2,19,24,204,.469,.338,.882,8.0,3.3,1.0,0.8,0.3,0.0
Travis Mays,1992,1993,2,51,819,135,323,32,90,56,84,21,55,73,21,3,54,63,358,.418,.356,.667,16.1,7.0,1.1,1.4,0.4,0.1
Ken McBride,1955,1955,1,12,249,48,147,,,21,29,,31,14,,,,31,117,.327,,.724,20.8,9.8,2.6,1.2,,
Johnny McCarthy,1960,1962,3,169,5235,524,1549,,,283,479,,682,828,,,,555,1331,.338,,.591,31.0,7.9,4.0,4.9,,
Amal McCaskill,2003,2003,1,11,70,4,17,0,0,3,4,7,22,5,3,1,2,13,11,.235,,.750,6.4,1.0,2.0,0.5,0.3,0.1
John McConathy,1952,1952,1,11,106,4,29,,,6,14,,20,8,,,,7,14,.138,,.429,9.6,1.3,1.8,0.7,,
Bucky McConnell,1953,1953,1,14,297,27,71,,,14,29,,34,41,,,,39,68,.380,,.483,21.2,4.9,2.4,2.9,,
Tim McCormick,1991,1991,1,56,689,93,187,0,3,66,90,56,165,32,11,14,45,91,252,.497,.000,.733,12.3,4.5,2.9,0.6,0.2,0.3
Jelani McCoy,2005,2005,1,10,88,7,13,0,0,1,5,7,21,0,3,8,6,24,15,.538,,.200,8.8,1.5,2.1,0.0,0.3,0.8
Jim McElroy,1980,1982,3,105,1545,196,498,4,20,114,148,36,114,188,49,17,144,151,510,.394,.200,.770,14.7,4.9,1.1,1.8,0.5,0.2
Mike McGee,1987,1988,2,87,1537,333,729,91,248,82,143,75,175,162,66,2,111,162,839,.457,.367,.573,17.7,9.6,2.0,1.9,0.8,0.0
Billy McGill,1965,1965,1,16,96,14,45,,,12,16,,24,6,,,,26,40,.311,,.750,6.0,2.5,1.5,0.4,,
Tracy McGrady,2012,2012,1,52,837,101,231,15,33,56,83,23,154,110,16,15,53,35,273,.437,.455,.675,16.1,5.3,3.0,2.1,0.3,0.3
Roshown McLeod,1999,2001,3,112,2115,337,825,5,44,136,166,90,306,124,41,14,139,196,815,.408,.114,.819,18.9,7.3,2.7,1.1,0.4,0.1
Jack McMahon,1956,1960,5,277,8009,838,2537,,,443,726,,700,1154,,,,745,2119,.330,,.610,28.9,7.6,2.5,4.2,,
Tom McMillen,1978,1983,6,416,8866,1445,2963,2,11,631,782,607,1816,492,149,135,545,1080,3523,.488,,.807,21.3,8.5,4.4,1.2,0.4,0.3
Shellie McMillon,1962,1962,1,48,1035,239,508,,,88,146,,304,53,,,,165,566,.470,,.603,21.6,11.8,6.3,1.1,,
Carl McNulty,1955,1955,1,1,14,1,6,,,0,0,,0,0,,,,1,2,.167,,,14.0,2.0,0.0,0.0,,
Stanislav Medvedenko,2007,2007,1,14,81,12,29,1,2,17,20,4,14,2,0,2,5,16,42,.414,.500,.850,5.8,3.0,1.0,0.1,0.0,0.1
